Iteration	Trial	Iterations	Success
1044	346	2	True
1046	347	2	True
1049	348	3	True
1052	349	3	True
1055	350	3	True
1058	351	3	True
1061	352	3	True
1064	353	3	True
1067	354	3	True
1070	355	3	True
1073	356	3	True
1075	357	2	True
1077	358	2	True
1079	359	2	True
1082	360	3	True
1084	361	2	True
1086	362	2	True
1089	363	3	True
1091	364	2	True
1093	365	2	True
1096	366	3	True
1099	367	3	True
1102	368	3	True
1105	369	3	True
1108	370	3	True
1111	371	3	True
1114	372	3	True
1117	373	3	True
1119	374	2	True
1121	375	2	True
1123	376	2	True
1125	377	2	True
1128	378	3	True
1131	379	3	True
1134	380	3	True
1137	381	3	True
1140	382	3	True
1142	383	2	True
1145	384	3	True
1148	385	3	True
1151	386	3	True
1154	387	3	True
1157	388	3	True
1160	389	3	True
1163	390	3	True
1166	391	3	True
1169	392	3	True
1179	393	10	False
1182	394	3	True
1185	395	3	True
1187	396	2	True
1190	397	3	True
1193	398	3	True
1196	399	3	True
1198	400	2	True
1201	401	3	True
1204	402	3	True
1207	403	3	True
1210	404	3	True
1213	405	3	True
1215	406	2	True
1217	407	2	True
1220	408	3	True
1223	409	3	True
1225	410	2	True
1228	411	3	True
1233	412	5	True
1235	413	2	True
1238	414	3	True
1241	415	3	True
1244	416	3	True
1246	417	2	True
1248	418	2	True
1251	419	3	True
1253	420	2	True
1256	421	3	True
1258	422	2	True
1261	423	3	True
1264	424	3	True
1266	425	2	True
1269	426	3	True
1272	427	3	True
1274	428	2	True
1277	429	3	True
1280	430	3	True
1283	431	3	True
1293	432	10	False
1295	433	2	True
1297	434	2	True
1300	435	3	True
1303	436	3	True
1306	437	3	True
1309	438	3	True
1311	439	2	True
1314	440	3	True
1317	441	3	True
1320	442	3	True
1323	443	3	True
1326	444	3	True
1330	445	4	True
1333	446	3	True
1336	447	3	True
1338	448	2	True
1341	449	3	True
1344	450	3	True
1347	451	3	True
1350	452	3	True
1353	453	3	True
1355	454	2	True
1358	455	3	True
1361	456	3	True
1364	457	3	True
1367	458	3	True
1370	459	3	True
1373	460	3	True
1375	461	2	True
1378	462	3	True
1381	463	3	True
1384	464	3	True
1387	465	3	True
1390	466	3	True
1393	467	3	True
1395	468	2	True
1398	469	3	True
1401	470	3	True
1404	471	3	True
1407	472	3	True
1410	473	3	True
1413	474	3	True
1416	475	3	True
1418	476	2	True
1421	477	3	True
1423	478	2	True
1426	479	3	True
1429	480	3	True
1432	481	3	True
1435	482	3	True
1438	483	3	True
1441	484	3	True
1444	485	3	True
1447	486	3	True
1449	487	2	True
1452	488	3	True
1455	489	3	True
1457	490	2	True
1460	491	3	True
1462	492	2	True
1465	493	3	True
1468	494	3	True
1471	495	3	True
1474	496	3	True
1476	497	2	True
1479	498	3	True
1482	499	3	True
1484	500	2	True
1487	501	3	True
1490	502	3	True
1493	503	3	True
1496	504	3	True
1499	505	3	True
1502	506	3	True
1505	507	3	True
1508	508	3	True
1510	509	2	True
1512	510	2	True
1515	511	3	True
1518	512	3	True
1521	513	3	True
1524	514	3	True
1528	515	4	True
1531	516	3	True
1534	517	3	True
1537	518	3	True
1539	519	2	True
1542	520	3	True
1544	521	2	True
1546	522	2	True
1548	523	2	True
1551	524	3	True
1554	525	3	True
1557	526	3	True
1559	527	2	True
1561	528	2	True
1563	529	2	True
1566	530	3	True
1569	531	3	True
1572	532	3	True
1575	533	3	True
1578	534	3	True
1580	535	2	True
1583	536	3	True
1586	537	3	True
1588	538	2	True
1591	539	3	True
1594	540	3	True
1597	541	3	True
1599	542	2	True
1601	543	2	True
1603	544	2	True
1606	545	3	True
1608	546	2	True
1611	547	3	True
1614	548	3	True
1616	549	2	True
1619	550	3	True
1622	551	3	True
1625	552	3	True
1628	553	3	True
1631	554	3	True
1633	555	2	True
1635	556	2	True
1638	557	3	True
1641	558	3	True
1644	559	3	True
1646	560	2	True
1649	561	3	True
1652	562	3	True
1655	563	3	True
1658	564	3	True
1661	565	3	True
1664	566	3	True
1667	567	3	True
1670	568	3	True
1672	569	2	True
1675	570	3	True
1677	571	2	True
1680	572	3	True
1682	573	2	True
1685	574	3	True
1687	575	2	True
1689	576	2	True
1692	577	3	True
1695	578	3	True
1698	579	3	True
1701	580	3	True
1704	581	3	True
1707	582	3	True
1710	583	3	True
1713	584	3	True
1715	585	2	True
1718	586	3	True
1720	587	2	True
1723	588	3	True
1726	589	3	True
1729	590	3	True
1732	591	3	True
1735	592	3	True
1738	593	3	True
1741	594	3	True
1744	595	3	True
1747	596	3	True
1750	597	3	True
1753	598	3	True
1756	599	3	True
1759	600	3	True
1762	601	3	True
1765	602	3	True
1767	603	2	True
1770	604	3	True
1773	605	3	True
1776	606	3	True
1779	607	3	True
1782	608	3	True
1785	609	3	True
1788	610	3	True
1791	611	3	True
1793	612	2	True
1796	613	3	True
1798	614	2	True
1801	615	3	True
1804	616	3	True
1807	617	3	True
1810	618	3	True
1813	619	3	True
1816	620	3	True
1819	621	3	True
1822	622	3	True
1825	623	3	True
1827	624	2	True
1830	625	3	True
1833	626	3	True
1836	627	3	True
1838	628	2	True
1841	629	3	True
1844	630	3	True
1847	631	3	True
1849	632	2	True
1851	633	2	True
1854	634	3	True
1857	635	3	True
1859	636	2	True
1862	637	3	True
1864	638	2	True
1867	639	3	True
1870	640	3	True
1873	641	3	True
1876	642	3	True
1878	643	2	True
1881	644	3	True
1884	645	3	True
1888	646	4	True
1891	647	3	True
1894	648	3	True
1897	649	3	True
1899	650	2	True
1903	651	4	True
1906	652	3	True
1909	653	3	True
1911	654	2	True
1914	655	3	True
1917	656	3	True
1920	657	3	True
1923	658	3	True
1925	659	2	True
1928	660	3	True
1931	661	3	True
1934	662	3	True
1936	663	2	True
1939	664	3	True
1942	665	3	True
1945	666	3	True
1947	667	2	True
1950	668	3	True
1952	669	2	True
1955	670	3	True
1958	671	3	True
1961	672	3	True
1964	673	3	True
1966	674	2	True
1969	675	3	True
1972	676	3	True
1975	677	3	True
1978	678	3	True
1980	679	2	True
1983	680	3	True
1986	681	3	True
1989	682	3	True
1992	683	3	True
1995	684	3	True
1998	685	3	True
