Iteration	Trial	Iterations	Success
1045	351	3	True
1048	352	3	True
1051	353	3	True
1054	354	3	True
1056	355	2	True
1058	356	2	True
1061	357	3	True
1064	358	3	True
1067	359	3	True
1070	360	3	True
1072	361	2	True
1074	362	2	True
1076	363	2	True
1079	364	3	True
1082	365	3	True
1085	366	3	True
1087	367	2	True
1090	368	3	True
1093	369	3	True
1096	370	3	True
1099	371	3	True
1102	372	3	True
1105	373	3	True
1107	374	2	True
1110	375	3	True
1113	376	3	True
1116	377	3	True
1119	378	3	True
1122	379	3	True
1125	380	3	True
1128	381	3	True
1131	382	3	True
1134	383	3	True
1136	384	2	True
1139	385	3	True
1142	386	3	True
1145	387	3	True
1147	388	2	True
1149	389	2	True
1152	390	3	True
1155	391	3	True
1158	392	3	True
1160	393	2	True
1163	394	3	True
1166	395	3	True
1169	396	3	True
1172	397	3	True
1175	398	3	True
1177	399	2	True
1180	400	3	True
1182	401	2	True
1185	402	3	True
1188	403	3	True
1191	404	3	True
1194	405	3	True
1196	406	2	True
1199	407	3	True
1202	408	3	True
1208	409	6	True
1211	410	3	True
1214	411	3	True
1217	412	3	True
1220	413	3	True
1223	414	3	True
1226	415	3	True
1229	416	3	True
1232	417	3	True
1235	418	3	True
1238	419	3	True
1241	420	3	True
1244	421	3	True
1247	422	3	True
1250	423	3	True
1252	424	2	True
1262	425	10	False
1264	426	2	True
1267	427	3	True
1270	428	3	True
1273	429	3	True
1276	430	3	True
1279	431	3	True
1282	432	3	True
1285	433	3	True
1288	434	3	True
1291	435	3	True
1294	436	3	True
1297	437	3	True
1300	438	3	True
1303	439	3	True
1306	440	3	True
1308	441	2	True
1311	442	3	True
1314	443	3	True
1317	444	3	True
1320	445	3	True
1323	446	3	True
1326	447	3	True
1329	448	3	True
1332	449	3	True
1335	450	3	True
1338	451	3	True
1340	452	2	True
1343	453	3	True
1345	454	2	True
1348	455	3	True
1351	456	3	True
1353	457	2	True
1356	458	3	True
1358	459	2	True
1361	460	3	True
1364	461	3	True
1366	462	2	True
1369	463	3	True
1372	464	3	True
1375	465	3	True
1378	466	3	True
1381	467	3	True
1384	468	3	True
1387	469	3	True
1389	470	2	True
1392	471	3	True
1395	472	3	True
1398	473	3	True
1405	474	7	True
1408	475	3	True
1411	476	3	True
1414	477	3	True
1417	478	3	True
1420	479	3	True
1422	480	2	True
1425	481	3	True
1428	482	3	True
1430	483	2	True
1440	484	10	False
1442	485	2	True
1444	486	2	True
1447	487	3	True
1450	488	3	True
1453	489	3	True
1457	490	4	True
1459	491	2	True
1463	492	4	True
1466	493	3	True
1469	494	3	True
1471	495	2	True
1474	496	3	True
1477	497	3	True
1481	498	4	True
1484	499	3	True
1487	500	3	True
1489	501	2	True
1491	502	2	True
1494	503	3	True
1497	504	3	True
1499	505	2	True
1502	506	3	True
1504	507	2	True
1507	508	3	True
1510	509	3	True
1512	510	2	True
1514	511	2	True
1517	512	3	True
1520	513	3	True
1523	514	3	True
1526	515	3	True
1529	516	3	True
1531	517	2	True
1533	518	2	True
1535	519	2	True
1538	520	3	True
1541	521	3	True
1544	522	3	True
1546	523	2	True
1549	524	3	True
1552	525	3	True
1555	526	3	True
1558	527	3	True
1561	528	3	True
1564	529	3	True
1567	530	3	True
1570	531	3	True
1573	532	3	True
1575	533	2	True
1578	534	3	True
1582	535	4	True
1585	536	3	True
1588	537	3	True
1591	538	3	True
1594	539	3	True
1597	540	3	True
1600	541	3	True
1603	542	3	True
1606	543	3	True
1609	544	3	True
1612	545	3	True
1614	546	2	True
1617	547	3	True
1620	548	3	True
1623	549	3	True
1626	550	3	True
1630	551	4	True
1633	552	3	True
1636	553	3	True
1638	554	2	True
1641	555	3	True
1644	556	3	True
1647	557	3	True
1650	558	3	True
1652	559	2	True
1654	560	2	True
1657	561	3	True
1660	562	3	True
1662	563	2	True
1665	564	3	True
1668	565	3	True
1671	566	3	True
1674	567	3	True
1677	568	3	True
1679	569	2	True
1682	570	3	True
1685	571	3	True
1688	572	3	True
1691	573	3	True
1693	574	2	True
1696	575	3	True
1699	576	3	True
1702	577	3	True
1705	578	3	True
1708	579	3	True
1711	580	3	True
1714	581	3	True
1717	582	3	True
1720	583	3	True
1723	584	3	True
1725	585	2	True
1728	586	3	True
1731	587	3	True
1734	588	3	True
1736	589	2	True
1739	590	3	True
1742	591	3	True
1744	592	2	True
1747	593	3	True
1750	594	3	True
1753	595	3	True
1756	596	3	True
1758	597	2	True
1762	598	4	True
1765	599	3	True
1767	600	2	True
1770	601	3	True
1773	602	3	True
1776	603	3	True
1778	604	2	True
1781	605	3	True
1784	606	3	True
1786	607	2	True
1789	608	3	True
1792	609	3	True
1795	610	3	True
1798	611	3	True
1801	612	3	True
1803	613	2	True
1806	614	3	True
1809	615	3	True
1812	616	3	True
1814	617	2	True
1824	618	10	False
1827	619	3	True
1829	620	2	True
1832	621	3	True
1835	622	3	True
1838	623	3	True
1841	624	3	True
1844	625	3	True
1847	626	3	True
1850	627	3	True
1852	628	2	True
1854	629	2	True
1857	630	3	True
1860	631	3	True
1863	632	3	True
1866	633	3	True
1871	634	5	True
1874	635	3	True
1877	636	3	True
1880	637	3	True
1883	638	3	True
1885	639	2	True
1888	640	3	True
1891	641	3	True
1894	642	3	True
1896	643	2	True
1898	644	2	True
1901	645	3	True
1904	646	3	True
1907	647	3	True
1910	648	3	True
1912	649	2	True
1915	650	3	True
1918	651	3	True
1921	652	3	True
1924	653	3	True
1927	654	3	True
1929	655	2	True
1932	656	3	True
1935	657	3	True
1938	658	3	True
1940	659	2	True
1942	660	2	True
1944	661	2	True
1947	662	3	True
1950	663	3	True
1953	664	3	True
1956	665	3	True
1959	666	3	True
1962	667	3	True
1967	668	5	True
1970	669	3	True
1973	670	3	True
1976	671	3	True
1979	672	3	True
1982	673	3	True
1985	674	3	True
1988	675	3	True
1990	676	2	True
1993	677	3	True
1995	678	2	True
1998	679	3	True
