Iteration	Trial	Iterations	Success
744	212	3	True
748	213	4	True
751	214	3	True
758	215	7	True
760	216	2	True
764	217	4	True
767	218	3	True
771	219	4	True
774	220	3	True
777	221	3	True
781	222	4	True
787	223	6	True
790	224	3	True
793	225	3	True
795	226	2	True
798	227	3	True
801	228	3	True
804	229	3	True
807	230	3	True
811	231	4	True
814	232	3	True
817	233	3	True
821	234	4	True
824	235	3	True
827	236	3	True
829	237	2	True
833	238	4	True
839	239	6	True
842	240	3	True
844	241	2	True
847	242	3	True
850	243	3	True
852	244	2	True
855	245	3	True
858	246	3	True
861	247	3	True
864	248	3	True
869	249	5	True
872	250	3	True
874	251	2	True
877	252	3	True
880	253	3	True
882	254	2	True
887	255	5	True
890	256	3	True
892	257	2	True
896	258	4	True
899	259	3	True
902	260	3	True
905	261	3	True
911	262	6	True
914	263	3	True
924	264	10	False
926	265	2	True
929	266	3	True
932	267	3	True
935	268	3	True
940	269	5	True
943	270	3	True
947	271	4	True
949	272	2	True
951	273	2	True
956	274	5	True
959	275	3	True
962	276	3	True
964	277	2	True
967	278	3	True
973	279	6	True
977	280	4	True
980	281	3	True
983	282	3	True
986	283	3	True
991	284	5	True
994	285	3	True
997	286	3	True
1000	287	3	True
1003	288	3	True
1006	289	3	True
1009	290	3	True
1011	291	2	True
1016	292	5	True
1019	293	3	True
1022	294	3	True
1025	295	3	True
1028	296	3	True
1031	297	3	True
1033	298	2	True
1035	299	2	True
1039	300	4	True
1042	301	3	True
1045	302	3	True
1048	303	3	True
1054	304	6	True
1058	305	4	True
1061	306	3	True
1065	307	4	True
1068	308	3	True
1071	309	3	True
1075	310	4	True
1078	311	3	True
1081	312	3	True
1084	313	3	True
1086	314	2	True
1089	315	3	True
1092	316	3	True
1095	317	3	True
1101	318	6	True
1105	319	4	True
1108	320	3	True
1111	321	3	True
1115	322	4	True
1118	323	3	True
1121	324	3	True
1124	325	3	True
1127	326	3	True
1129	327	2	True
1131	328	2	True
1137	329	6	True
1140	330	3	True
1143	331	3	True
1146	332	3	True
1149	333	3	True
1153	334	4	True
1157	335	4	True
1160	336	3	True
1163	337	3	True
1166	338	3	True
1169	339	3	True
1172	340	3	True
1175	341	3	True
1178	342	3	True
1180	343	2	True
1184	344	4	True
1186	345	2	True
1189	346	3	True
1192	347	3	True
1195	348	3	True
1198	349	3	True
1201	350	3	True
1204	351	3	True
1207	352	3	True
1210	353	3	True
1213	354	3	True
1216	355	3	True
1219	356	3	True
1222	357	3	True
1224	358	2	True
1227	359	3	True
1230	360	3	True
1233	361	3	True
1239	362	6	True
1242	363	3	True
1245	364	3	True
1247	365	2	True
1250	366	3	True
1252	367	2	True
1255	368	3	True
1259	369	4	True
1262	370	3	True
1265	371	3	True
1268	372	3	True
1271	373	3	True
1274	374	3	True
1276	375	2	True
1279	376	3	True
1282	377	3	True
1284	378	2	True
1288	379	4	True
1291	380	3	True
1294	381	3	True
1297	382	3	True
1301	383	4	True
1304	384	3	True
1307	385	3	True
1311	386	4	True
1314	387	3	True
1317	388	3	True
1320	389	3	True
1323	390	3	True
1327	391	4	True
1332	392	5	True
1336	393	4	True
1339	394	3	True
1343	395	4	True
1346	396	3	True
1349	397	3	True
1352	398	3	True
1354	399	2	True
1357	400	3	True
1360	401	3	True
1363	402	3	True
1366	403	3	True
1369	404	3	True
1372	405	3	True
1375	406	3	True
1378	407	3	True
1380	408	2	True
1383	409	3	True
1386	410	3	True
1388	411	2	True
1391	412	3	True
1394	413	3	True
1397	414	3	True
1402	415	5	True
1405	416	3	True
1408	417	3	True
1412	418	4	True
1415	419	3	True
1425	420	10	False
1427	421	2	True
1430	422	3	True
1433	423	3	True
1436	424	3	True
1439	425	3	True
1442	426	3	True
1448	427	6	True
1451	428	3	True
1454	429	3	True
1457	430	3	True
1460	431	3	True
1463	432	3	True
1466	433	3	True
1469	434	3	True
1472	435	3	True
1476	436	4	True
1479	437	3	True
1483	438	4	True
1486	439	3	True
1489	440	3	True
1492	441	3	True
1494	442	2	True
1504	443	10	False
1507	444	3	True
1510	445	3	True
1513	446	3	True
1516	447	3	True
1518	448	2	True
1521	449	3	True
1524	450	3	True
1529	451	5	True
1534	452	5	True
1536	453	2	True
1539	454	3	True
1543	455	4	True
1545	456	2	True
1548	457	3	True
1551	458	3	True
1555	459	4	True
1558	460	3	True
1561	461	3	True
1564	462	3	True
1567	463	3	True
1571	464	4	True
1574	465	3	True
1577	466	3	True
1580	467	3	True
1583	468	3	True
1586	469	3	True
1591	470	5	True
1594	471	3	True
1597	472	3	True
1600	473	3	True
1605	474	5	True
1608	475	3	True
1613	476	5	True
1617	477	4	True
1620	478	3	True
1623	479	3	True
1625	480	2	True
1628	481	3	True
1631	482	3	True
1633	483	2	True
1636	484	3	True
1639	485	3	True
1642	486	3	True
1645	487	3	True
1649	488	4	True
1652	489	3	True
1654	490	2	True
1657	491	3	True
1661	492	4	True
1663	493	2	True
1666	494	3	True
1669	495	3	True
1672	496	3	True
1675	497	3	True
1678	498	3	True
1683	499	5	True
1686	500	3	True
1690	501	4	True
1692	502	2	True
1695	503	3	True
1698	504	3	True
1700	505	2	True
1702	506	2	True
1705	507	3	True
1708	508	3	True
1711	509	3	True
1717	510	6	True
1721	511	4	True
1724	512	3	True
1727	513	3	True
1730	514	3	True
1733	515	3	True
1735	516	2	True
1737	517	2	True
1740	518	3	True
1743	519	3	True
1746	520	3	True
1749	521	3	True
1752	522	3	True
1756	523	4	True
1761	524	5	True
1764	525	3	True
1770	526	6	True
1773	527	3	True
1777	528	4	True
1780	529	3	True
1783	530	3	True
1787	531	4	True
1789	532	2	True
1791	533	2	True
1793	534	2	True
1795	535	2	True
1798	536	3	True
1800	537	2	True
1803	538	3	True
1806	539	3	True
1809	540	3	True
1812	541	3	True
1815	542	3	True
1819	543	4	True
1822	544	3	True
1825	545	3	True
1827	546	2	True
1829	547	2	True
1831	548	2	True
1834	549	3	True
1836	550	2	True
1838	551	2	True
1841	552	3	True
1845	553	4	True
1848	554	3	True
1850	555	2	True
1856	556	6	True
1859	557	3	True
1861	558	2	True
1864	559	3	True
1867	560	3	True
1873	561	6	True
1876	562	3	True
1878	563	2	True
1881	564	3	True
1883	565	2	True
1887	566	4	True
1890	567	3	True
1893	568	3	True
1896	569	3	True
1901	570	5	True
1903	571	2	True
1906	572	3	True
1909	573	3	True
1912	574	3	True
1915	575	3	True
1919	576	4	True
1921	577	2	True
1924	578	3	True
1926	579	2	True
1929	580	3	True
1932	581	3	True
1934	582	2	True
1937	583	3	True
1939	584	2	True
1943	585	4	True
1946	586	3	True
1949	587	3	True
1952	588	3	True
1955	589	3	True
1958	590	3	True
1961	591	3	True
1966	592	5	True
1969	593	3	True
1972	594	3	True
1975	595	3	True
1977	596	2	True
1982	597	5	True
1985	598	3	True
1989	599	4	True
1992	600	3	True
1995	601	3	True
1998	602	3	True
