Iteration	Trial	Iterations	Success
802	271	4	True
804	272	2	True
806	273	2	True
808	274	2	True
811	275	3	True
814	276	3	True
817	277	3	True
819	278	2	True
822	279	3	True
825	280	3	True
828	281	3	True
831	282	3	True
834	283	3	True
837	284	3	True
839	285	2	True
841	286	2	True
844	287	3	True
847	288	3	True
850	289	3	True
853	290	3	True
856	291	3	True
859	292	3	True
862	293	3	True
865	294	3	True
868	295	3	True
871	296	3	True
874	297	3	True
876	298	2	True
879	299	3	True
882	300	3	True
885	301	3	True
887	302	2	True
890	303	3	True
893	304	3	True
896	305	3	True
899	306	3	True
902	307	3	True
904	308	2	True
906	309	2	True
909	310	3	True
912	311	3	True
915	312	3	True
918	313	3	True
921	314	3	True
924	315	3	True
934	316	10	False
937	317	3	True
940	318	3	True
942	319	2	True
945	320	3	True
949	321	4	True
952	322	3	True
954	323	2	True
957	324	3	True
960	325	3	True
963	326	3	True
966	327	3	True
969	328	3	True
972	329	3	True
975	330	3	True
978	331	3	True
980	332	2	True
982	333	2	True
985	334	3	True
988	335	3	True
991	336	3	True
993	337	2	True
995	338	2	True
998	339	3	True
1001	340	3	True
1004	341	3	True
1006	342	2	True
1009	343	3	True
1012	344	3	True
1015	345	3	True
1018	346	3	True
1021	347	3	True
1024	348	3	True
1027	349	3	True
1030	350	3	True
1033	351	3	True
1036	352	3	True
1038	353	2	True
1040	354	2	True
1044	355	4	True
1047	356	3	True
1049	357	2	True
1052	358	3	True
1054	359	2	True
1057	360	3	True
1059	361	2	True
1062	362	3	True
1065	363	3	True
1067	364	2	True
1070	365	3	True
1073	366	3	True
1076	367	3	True
1079	368	3	True
1085	369	6	True
1087	370	2	True
1090	371	3	True
1093	372	3	True
1096	373	3	True
1099	374	3	True
1102	375	3	True
1105	376	3	True
1108	377	3	True
1110	378	2	True
1113	379	3	True
1116	380	3	True
1119	381	3	True
1121	382	2	True
1125	383	4	True
1128	384	3	True
1130	385	2	True
1133	386	3	True
1136	387	3	True
1139	388	3	True
1142	389	3	True
1145	390	3	True
1148	391	3	True
1151	392	3	True
1153	393	2	True
1156	394	3	True
1159	395	3	True
1162	396	3	True
1165	397	3	True
1167	398	2	True
1170	399	3	True
1172	400	2	True
1174	401	2	True
1177	402	3	True
1180	403	3	True
1183	404	3	True
1186	405	3	True
1189	406	3	True
1192	407	3	True
1195	408	3	True
1198	409	3	True
1201	410	3	True
1204	411	3	True
1207	412	3	True
1210	413	3	True
1213	414	3	True
1218	415	5	True
1220	416	2	True
1223	417	3	True
1226	418	3	True
1229	419	3	True
1232	420	3	True
1234	421	2	True
1236	422	2	True
1239	423	3	True
1241	424	2	True
1244	425	3	True
1247	426	3	True
1250	427	3	True
1253	428	3	True
1256	429	3	True
1260	430	4	True
1263	431	3	True
1265	432	2	True
1267	433	2	True
1270	434	3	True
1273	435	3	True
1276	436	3	True
1278	437	2	True
1280	438	2	True
1283	439	3	True
1286	440	3	True
1289	441	3	True
1292	442	3	True
1295	443	3	True
1298	444	3	True
1301	445	3	True
1304	446	3	True
1307	447	3	True
1310	448	3	True
1313	449	3	True
1316	450	3	True
1326	451	10	False
1330	452	4	True
1333	453	3	True
1336	454	3	True
1339	455	3	True
1341	456	2	True
1344	457	3	True
1347	458	3	True
1349	459	2	True
1351	460	2	True
1354	461	3	True
1356	462	2	True
1360	463	4	True
1363	464	3	True
1366	465	3	True
1369	466	3	True
1372	467	3	True
1375	468	3	True
1378	469	3	True
1380	470	2	True
1383	471	3	True
1386	472	3	True
1389	473	3	True
1392	474	3	True
1395	475	3	True
1399	476	4	True
1402	477	3	True
1405	478	3	True
1408	479	3	True
1411	480	3	True
1414	481	3	True
1417	482	3	True
1419	483	2	True
1422	484	3	True
1425	485	3	True
1428	486	3	True
1431	487	3	True
1434	488	3	True
1437	489	3	True
1440	490	3	True
1442	491	2	True
1445	492	3	True
1448	493	3	True
1450	494	2	True
1453	495	3	True
1456	496	3	True
1458	497	2	True
1461	498	3	True
1464	499	3	True
1467	500	3	True
1470	501	3	True
1472	502	2	True
1475	503	3	True
1477	504	2	True
1480	505	3	True
1483	506	3	True
1485	507	2	True
1488	508	3	True
1491	509	3	True
1494	510	3	True
1496	511	2	True
1499	512	3	True
1502	513	3	True
1505	514	3	True
1508	515	3	True
1511	516	3	True
1514	517	3	True
1517	518	3	True
1520	519	3	True
1522	520	2	True
1525	521	3	True
1528	522	3	True
1534	523	6	True
1537	524	3	True
1539	525	2	True
1543	526	4	True
1546	527	3	True
1549	528	3	True
1552	529	3	True
1554	530	2	True
1556	531	2	True
1559	532	3	True
1562	533	3	True
1565	534	3	True
1568	535	3	True
1570	536	2	True
1572	537	2	True
1575	538	3	True
1578	539	3	True
1581	540	3	True
1584	541	3	True
1587	542	3	True
1597	543	10	False
1600	544	3	True
1603	545	3	True
1605	546	2	True
1608	547	3	True
1611	548	3	True
1614	549	3	True
1617	550	3	True
1620	551	3	True
1623	552	3	True
1626	553	3	True
1629	554	3	True
1631	555	2	True
1634	556	3	True
1637	557	3	True
1641	558	4	True
1644	559	3	True
1647	560	3	True
1650	561	3	True
1652	562	2	True
1655	563	3	True
1657	564	2	True
1660	565	3	True
1663	566	3	True
1666	567	3	True
1669	568	3	True
1672	569	3	True
1675	570	3	True
1677	571	2	True
1680	572	3	True
1683	573	3	True
1686	574	3	True
1689	575	3	True
1692	576	3	True
1695	577	3	True
1698	578	3	True
1701	579	3	True
1704	580	3	True
1707	581	3	True
1710	582	3	True
1713	583	3	True
1715	584	2	True
1718	585	3	True
1720	586	2	True
1723	587	3	True
1726	588	3	True
1729	589	3	True
1732	590	3	True
1734	591	2	True
1736	592	2	True
1739	593	3	True
1742	594	3	True
1745	595	3	True
1748	596	3	True
1751	597	3	True
1754	598	3	True
1757	599	3	True
1760	600	3	True
1766	601	6	True
1769	602	3	True
1771	603	2	True
1774	604	3	True
1777	605	3	True
1780	606	3	True
1783	607	3	True
1786	608	3	True
1789	609	3	True
1799	610	10	False
1802	611	3	True
1805	612	3	True
1807	613	2	True
1810	614	3	True
1813	615	3	True
1815	616	2	True
1818	617	3	True
1821	618	3	True
1824	619	3	True
1827	620	3	True
1830	621	3	True
1833	622	3	True
1836	623	3	True
1839	624	3	True
1842	625	3	True
1845	626	3	True
1848	627	3	True
1850	628	2	True
1852	629	2	True
1855	630	3	True
1858	631	3	True
1861	632	3	True
1864	633	3	True
1867	634	3	True
1869	635	2	True
1872	636	3	True
1875	637	3	True
1878	638	3	True
1881	639	3	True
1884	640	3	True
1887	641	3	True
1890	642	3	True
1893	643	3	True
1896	644	3	True
1899	645	3	True
1902	646	3	True
1905	647	3	True
1908	648	3	True
1911	649	3	True
1914	650	3	True
1916	651	2	True
1918	652	2	True
1921	653	3	True
1924	654	3	True
1927	655	3	True
1929	656	2	True
1932	657	3	True
1935	658	3	True
1938	659	3	True
1941	660	3	True
1943	661	2	True
1945	662	2	True
1949	663	4	True
1951	664	2	True
1953	665	2	True
1955	666	2	True
1958	667	3	True
1961	668	3	True
1963	669	2	True
1966	670	3	True
1971	671	5	True
1973	672	2	True
1976	673	3	True
1979	674	3	True
1981	675	2	True
1987	676	6	True
1990	677	3	True
1993	678	3	True
1996	679	3	True
1999	680	3	True
