Iteration	Trial	Iterations	Success
595	189	3	True
598	190	3	True
601	191	3	True
604	192	3	True
607	193	3	True
610	194	3	True
613	195	3	True
616	196	3	True
618	197	2	True
621	198	3	True
624	199	3	True
627	200	3	True
630	201	3	True
632	202	2	True
635	203	3	True
638	204	3	True
641	205	3	True
644	206	3	True
647	207	3	True
650	208	3	True
652	209	2	True
659	210	7	True
661	211	2	True
664	212	3	True
667	213	3	True
669	214	2	True
672	215	3	True
675	216	3	True
677	217	2	True
680	218	3	True
682	219	2	True
684	220	2	True
687	221	3	True
690	222	3	True
693	223	3	True
696	224	3	True
699	225	3	True
702	226	3	True
705	227	3	True
708	228	3	True
711	229	3	True
714	230	3	True
717	231	3	True
720	232	3	True
723	233	3	True
725	234	2	True
729	235	4	True
732	236	3	True
734	237	2	True
736	238	2	True
739	239	3	True
742	240	3	True
745	241	3	True
748	242	3	True
751	243	3	True
754	244	3	True
757	245	3	True
760	246	3	True
763	247	3	True
768	248	5	True
770	249	2	True
773	250	3	True
776	251	3	True
779	252	3	True
782	253	3	True
785	254	3	True
788	255	3	True
791	256	3	True
794	257	3	True
797	258	3	True
800	259	3	True
803	260	3	True
805	261	2	True
808	262	3	True
810	263	2	True
813	264	3	True
816	265	3	True
819	266	3	True
822	267	3	True
826	268	4	True
829	269	3	True
833	270	4	True
836	271	3	True
839	272	3	True
841	273	2	True
844	274	3	True
847	275	3	True
850	276	3	True
852	277	2	True
855	278	3	True
858	279	3	True
861	280	3	True
864	281	3	True
866	282	2	True
869	283	3	True
872	284	3	True
875	285	3	True
877	286	2	True
881	287	4	True
883	288	2	True
886	289	3	True
889	290	3	True
892	291	3	True
895	292	3	True
897	293	2	True
900	294	3	True
903	295	3	True
907	296	4	True
909	297	2	True
912	298	3	True
915	299	3	True
919	300	4	True
922	301	3	True
925	302	3	True
928	303	3	True
931	304	3	True
934	305	3	True
938	306	4	True
941	307	3	True
943	308	2	True
945	309	2	True
947	310	2	True
950	311	3	True
953	312	3	True
956	313	3	True
959	314	3	True
962	315	3	True
965	316	3	True
968	317	3	True
971	318	3	True
974	319	3	True
976	320	2	True
978	321	2	True
980	322	2	True
983	323	3	True
986	324	3	True
989	325	3	True
992	326	3	True
995	327	3	True
997	328	2	True
1001	329	4	True
1004	330	3	True
1006	331	2	True
1008	332	2	True
1011	333	3	True
1014	334	3	True
1017	335	3	True
1020	336	3	True
1022	337	2	True
1025	338	3	True
1028	339	3	True
1031	340	3	True
1034	341	3	True
1037	342	3	True
1039	343	2	True
1042	344	3	True
1045	345	3	True
1047	346	2	True
1049	347	2	True
1052	348	3	True
1055	349	3	True
1058	350	3	True
1061	351	3	True
1064	352	3	True
1067	353	3	True
1070	354	3	True
1072	355	2	True
1074	356	2	True
1077	357	3	True
1080	358	3	True
1082	359	2	True
1084	360	2	True
1087	361	3	True
1090	362	3	True
1093	363	3	True
1096	364	3	True
1099	365	3	True
1102	366	3	True
1105	367	3	True
1107	368	2	True
1110	369	3	True
1113	370	3	True
1115	371	2	True
1118	372	3	True
1121	373	3	True
1124	374	3	True
1126	375	2	True
1129	376	3	True
1132	377	3	True
1134	378	2	True
1137	379	3	True
1139	380	2	True
1141	381	2	True
1144	382	3	True
1147	383	3	True
1150	384	3	True
1152	385	2	True
1154	386	2	True
1157	387	3	True
1160	388	3	True
1163	389	3	True
1166	390	3	True
1169	391	3	True
1172	392	3	True
1175	393	3	True
1178	394	3	True
1181	395	3	True
1184	396	3	True
1187	397	3	True
1190	398	3	True
1193	399	3	True
1196	400	3	True
1198	401	2	True
1201	402	3	True
1204	403	3	True
1207	404	3	True
1217	405	10	False
1220	406	3	True
1223	407	3	True
1226	408	3	True
1229	409	3	True
1231	410	2	True
1234	411	3	True
1237	412	3	True
1240	413	3	True
1242	414	2	True
1245	415	3	True
1248	416	3	True
1251	417	3	True
1253	418	2	True
1255	419	2	True
1257	420	2	True
1259	421	2	True
1261	422	2	True
1264	423	3	True
1267	424	3	True
1270	425	3	True
1273	426	3	True
1275	427	2	True
1277	428	2	True
1280	429	3	True
1283	430	3	True
1286	431	3	True
1288	432	2	True
1291	433	3	True
1293	434	2	True
1296	435	3	True
1298	436	2	True
1300	437	2	True
1302	438	2	True
1305	439	3	True
1308	440	3	True
1311	441	3	True
1315	442	4	True
1317	443	2	True
1320	444	3	True
1323	445	3	True
1326	446	3	True
1328	447	2	True
1331	448	3	True
1334	449	3	True
1336	450	2	True
1339	451	3	True
1342	452	3	True
1345	453	3	True
1348	454	3	True
1350	455	2	True
1353	456	3	True
1357	457	4	True
1360	458	3	True
1363	459	3	True
1366	460	3	True
1369	461	3	True
1372	462	3	True
1375	463	3	True
1379	464	4	True
1381	465	2	True
1384	466	3	True
1387	467	3	True
1390	468	3	True
1394	469	4	True
1397	470	3	True
1400	471	3	True
1403	472	3	True
1406	473	3	True
1409	474	3	True
1412	475	3	True
1415	476	3	True
1418	477	3	True
1421	478	3	True
1424	479	3	True
1427	480	3	True
1430	481	3	True
1433	482	3	True
1436	483	3	True
1439	484	3	True
1442	485	3	True
1445	486	3	True
1448	487	3	True
1451	488	3	True
1454	489	3	True
1457	490	3	True
1459	491	2	True
1462	492	3	True
1464	493	2	True
1467	494	3	True
1469	495	2	True
1471	496	2	True
1474	497	3	True
1477	498	3	True
1480	499	3	True
1482	500	2	True
1485	501	3	True
1487	502	2	True
1493	503	6	True
1496	504	3	True
1499	505	3	True
1502	506	3	True
1505	507	3	True
1508	508	3	True
1511	509	3	True
1514	510	3	True
1517	511	3	True
1520	512	3	True
1522	513	2	True
1524	514	2	True
1527	515	3	True
1530	516	3	True
1533	517	3	True
1537	518	4	True
1539	519	2	True
1542	520	3	True
1544	521	2	True
1547	522	3	True
1550	523	3	True
1553	524	3	True
1556	525	3	True
1559	526	3	True
1562	527	3	True
1565	528	3	True
1568	529	3	True
1571	530	3	True
1574	531	3	True
1577	532	3	True
1580	533	3	True
1583	534	3	True
1587	535	4	True
1590	536	3	True
1593	537	3	True
1596	538	3	True
1599	539	3	True
1602	540	3	True
1605	541	3	True
1607	542	2	True
1610	543	3	True
1613	544	3	True
1616	545	3	True
1619	546	3	True
1621	547	2	True
1624	548	3	True
1627	549	3	True
1630	550	3	True
1633	551	3	True
1636	552	3	True
1639	553	3	True
1642	554	3	True
1645	555	3	True
1648	556	3	True
1650	557	2	True
1653	558	3	True
1656	559	3	True
1659	560	3	True
1662	561	3	True
1665	562	3	True
1667	563	2	True
1670	564	3	True
1672	565	2	True
1682	566	10	False
1685	567	3	True
1688	568	3	True
1691	569	3	True
1694	570	3	True
1697	571	3	True
1700	572	3	True
1703	573	3	True
1706	574	3	True
1709	575	3	True
1712	576	3	True
1714	577	2	True
1717	578	3	True
1720	579	3	True
1723	580	3	True
1726	581	3	True
1728	582	2	True
1731	583	3	True
1734	584	3	True
1737	585	3	True
1740	586	3	True
1742	587	2	True
1745	588	3	True
1748	589	3	True
1758	590	10	False
1760	591	2	True
1763	592	3	True
1766	593	3	True
1769	594	3	True
1771	595	2	True
1773	596	2	True
1775	597	2	True
1778	598	3	True
1781	599	3	True
1784	600	3	True
1787	601	3	True
1790	602	3	True
1792	603	2	True
1794	604	2	True
1797	605	3	True
1800	606	3	True
1804	607	4	True
1807	608	3	True
1809	609	2	True
1812	610	3	True
1815	611	3	True
1817	612	2	True
1820	613	3	True
1823	614	3	True
1826	615	3	True
1829	616	3	True
1831	617	2	True
1834	618	3	True
1837	619	3	True
1840	620	3	True
1843	621	3	True
1846	622	3	True
1849	623	3	True
1852	624	3	True
1855	625	3	True
1857	626	2	True
1859	627	2	True
1862	628	3	True
1866	629	4	True
1869	630	3	True
1872	631	3	True
1874	632	2	True
1876	633	2	True
1879	634	3	True
1883	635	4	True
1886	636	3	True
1889	637	3	True
1892	638	3	True
1895	639	3	True
1898	640	3	True
1901	641	3	True
1904	642	3	True
1907	643	3	True
1910	644	3	True
1913	645	3	True
1916	646	3	True
1919	647	3	True
1922	648	3	True
1925	649	3	True
1928	650	3	True
1930	651	2	True
1932	652	2	True
1935	653	3	True
1938	654	3	True
1941	655	3	True
1943	656	2	True
1946	657	3	True
1956	658	10	False
1959	659	3	True
1962	660	3	True
1965	661	3	True
1968	662	3	True
1971	663	3	True
1974	664	3	True
1976	665	2	True
1979	666	3	True
1982	667	3	True
1985	668	3	True
1988	669	3	True
1991	670	3	True
1994	671	3	True
1997	672	3	True
2000	673	3	True
